Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,,CTA1-GFP,BL1-H,,15222,43,354.000,50.740,50.740,5481,N/A,4787,N/A,6053,N/A,3310.26,N/A,60.40,N/A,2536.73,N/A,52.99,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,,single cell,FSC-H,FSC-W,15245,43,354.535,50.817,55.955,509835,89,497255,88,494581,86,123808.89,8.66,24.28,9.72,129699.33,8.90,26.08,10.11
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,,cell,FSC-H,FSC-W,27245,43,633.605,90.817,90.817,559991,108,540132,97,494607,86,158174.15,40.60,28.25,37.75,175527.98,17.79,32.50,18.34
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,N/A,All Events,N/A,N/A,30000,42,714.286,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,,cell,FSC-H,SSC-H,24115,42,574.167,80.383,80.383,605491,188713,620978,183651,670681,175077,165036.99,60771.81,27.26,32.20,172298.87,61017.88,27.75,33.22
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,11091,42,264.071,36.970,99.793,552334,579303,557314,583513,597132,541599,125507.83,149824.79,22.72,25.86,136053.75,166562.69,24.41,28.54
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,,single cell,FSC-H,FSC-A,11114,42,264.619,37.047,37.047,552865,580012,557825,583913,597132,541599,125937.38,150481.02,22.78,25.94,136245.01,166776.93,24.42,28.56
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,,CTA1-GFP,BL1-H,,11091,42,264.071,36.970,36.970,27636,N/A,26400,N/A,27504,N/A,10286.63,N/A,37.22,N/A,9696.20,N/A,36.73,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,,single cell,FSC-H,FSC-W,11114,42,264.619,37.047,46.087,552865,91,557825,90,597132,86,125937.38,9.16,22.78,10.04,136245.01,10.38,24.42,11.53
d071721-120min-0Pi-SKY1-R3,120min,120min,B7.fcs,B7,Experiment,None,,cell,FSC-H,FSC-W,24115,42,574.167,80.383,80.383,605491,112,620978,103,670681,86,165036.99,39.72,27.26,35.40,172298.87,22.24,27.75,21.59
